                                 SITUATIA OBIECTELOR DE INVENTAR LA DATA 06/03/2004               

                                                                                                             
 -  -   -  -   -                                                                                             

CONTUL: 52=602.04.04.03.26.03.11 ALTE OBIECTE DE INVENTAR                            Uz/St 0=FOLOSINTA   GEST.(Ge):  1=ADM PIETELOR PITESTI
LOCUL UNDE SE AFLA: 50 = MAGAZIA CENTRALA       SURSA FINANTARE (F):  3=BUGET CAP.51.03  PROVENIENTA (P):  1 =INZ. ORG.CENTR.  pagina:     1
|-----|------------------------------------------|--------|----------|-------|---------------|-----------|---------------|---|--|--|--|--|--|----------|-----------|
|  Nr.|                                          |        |          |       |    PRETUL     |           |               |Co-|Uz|Ge|Lo|F |P |          |  Procent  |
|  crt|         DENUMIREA MATERIALULUI           | NUMAR  | UNITATE  |STAREA |    UNITAR     | CANTITATE |    VALOARE    |nt |/ |  |cu|  |  |Data intr | actual de |
|     |                                          |  FISA  | MASURA   |       |               |           |               |   |St|  |  |  |  |          | folosire  |
|-----|------------------------------------------|--------|----------|-------|---------------|-----------|---------------|---|--|--|--|--|--|----------|-----------|
|  643| CALORIFER 12 EL.WHIRLPOOL                |   20369|   buc    |  NOU  |    1107133.00 |      1.000|       1107133 |109|FO| 1| 9| 3| 1|01/01/2003|    11.944 |
|  644| GHETE PIELE                              |   20370|   per    |  NOU  |     199262.00 |      1.000|        199262 |109|FO| 1|64| 3| 1|01/01/2003|    11.944 |
|  645| COS GUNOI                                |   20372|   buc    |  NOU  |       3893.00 |     10.000|         38930 |109|FO| 1| 1| 3| 1|01/01/2003|    11.944 |
|  646| CONTOR MONOFAZAT                         |   20373|   buc    |  NOU  |     234372.00 |      1.000|        234372 |109|FO| 1| 2| 3| 1|01/01/2003|    11.944 |
|  647| OGLINDA BAIE                             |   20374|   buc    |  NOU  |      55737.62 |      8.000|        445901 |109|FO| 1| 7| 3| 1|01/01/2003|    11.944 |
|  648| RINDEA                                   |   20375|   buc    |  NOU  |     143443.00 |      1.000|        143443 |109|FO| 1|56| 3| 1|01/01/2003|    11.944 |
|  649| GEANTA DIPLOMAT                          |   20376|   buc    |  NOU  |     409754.00 |      1.000|        409754 |109|FO| 1|32| 3| 1|01/01/2003|    11.944 |
|  650| LAVOAR PAFS                              |   20377|   buc    |  NOU  |     117500.00 |      5.000|        587500 |109|FO| 1| 3| 3| 1|01/01/2003|    11.944 |
|  651| LAVOAR PAFS                              |   20377|   buc    |  NOU  |     117500.00 |      1.000|        117500 |109|FO| 1| 5| 3| 1|01/01/2003|    11.944 |
|  652| TELEFON MOBIL ALCAT.OTE 01.00            |   20378|   buc    |  NOU  |    1596639.00 |      1.000|       1596639 |109|FO| 1|99| 3| 1|01/01/2003|    11.944 |
|  653| SCARA AL SM 2X11R                        |   20379|   buc    |  NOU  |    2071920.00 |      1.000|       2071920 |109|FO| 1|64| 3| 1|01/01/2003|    11.944 |
|  654| SCARA 1X9 R AL.                          |   20380|   buc    |  NOU  |     744960.00 |      1.000|        744960 |109|FO| 1|64| 3| 1|01/01/2003|    11.944 |
|  655| CENTURA SIG.ELECTR.                      |   20381|   buc    |  NOU  |     614680.00 |      1.000|        614680 |109|FO| 1|64| 3| 1|01/01/2003|    11.944 |
|  656| FURTUN PSI                               |   20382|   buc    |  NOU  |      13228.50 |      2.000|         26457 |109|FO| 1| 2| 3| 1|01/01/2003|    11.944 |
|  657| FURTUN PSI                               |   20382|   buc    |  NOU  |      13229.00 |      1.000|         13229 |109|FO| 1| 6| 3| 1|01/01/2003|    11.944 |
|  658| FURTUN PSI                               |   20382|   buc    |  NOU  |      13228.57 |     60.000|        793714 |109|FO| 1| 8| 3| 1|01/01/2003|    11.944 |
|  659| FRIGIDER 24O L                           |   20383|   buc    |  NOU  |    1923463.00 |      1.000|       1923463 |109|FO| 1| 1| 3| 1|01/01/2003|    11.944 |
|  660| FRIGIDER 24O L                           |   20383|   buc    |  NOU  |    1923463.00 |      1.000|       1923463 |109|FO| 1| 7| 3| 1|01/01/2003|    11.944 |
|  661| FRIGIDER 24O L                           |   20383|   buc    |  NOU  |    1923463.00 |      2.000|       3846926 |109|FO| 1|99| 3| 1|01/01/2003|    11.944 |
|  662| BIROU B4V3                               |   20384|   buc    |  NOU  |    1257258.00 |      1.000|       1257258 |109|FO| 1| 1| 3| 1|01/01/2003|    11.944 |
|  663| MASA BLAT INOX                           |   20386|   buc    |  NOU  |     184454.00 |      1.000|        184454 |109|FO| 1| 2| 3| 1|01/01/2003|    11.944 |
|  664| MASA BLAT INOX                           |   20386|   buc    |  NOU  |     184454.00 |      3.000|        553362 |109|FO| 1| 6| 3| 1|01/01/2003|    11.944 |
|  665| DULAP 141                                |   20387|   buc    |  NOU  |     313084.00 |      1.000|        313084 |109|FO| 1| 1| 3| 1|01/01/2003|    11.944 |
|  666| DULAP 141                                |   20387|   buc    |  NOU  |     313084.00 |      1.000|        313084 |109|FO| 1| 4| 3| 1|01/01/2003|    11.944 |
|  667| DULAP 141                                |   20387|   buc    |  NOU  |     313084.00 |      1.000|        313084 |109|FO| 1| 5| 3| 1|01/01/2003|    11.944 |
|  668| SCAUN DOR                                |   20388|   buc    |  NOU  |     194034.00 |      1.000|        194034 |109|FO| 1| 1| 3| 1|01/01/2003|    11.944 |
|  669| CALORIFER ZASS 9 EL                      |   20389|   buc    |  NOU  |     177262.00 |      1.000|        177262 |109|FO| 1| 2| 3| 1|01/01/2003|    11.944 |
|  670| TELEVIZOR DAEWO                          |   20390|   buc    |  NOU  |    1319925.00 |      1.000|       1319925 |109|FO| 1| 2| 3| 1|01/01/2003|    11.944 |
|  671| RADIOCASET DAEWO                         |   20391|   buc    |  NOU  |     872678.00 |      1.000|        872678 |109|FO| 1| 2| 3| 1|01/01/2003|    11.944 |
|  672| BRAT AFISAJ CANTAR ELECTR                |   20392|   buc    |  NOU  |    1490000.00 |      4.000|       5960000 | 52|FO| 1|50| 3| 1|01/01/2003|    11.944 |
|  673| DISTRIBUITOR PROSOAPE                    |   20393|   buc    |  NOU  |     392940.00 |      5.000|       1964700 |109|FO| 1|99| 3| 1|01/01/2003|    11.944 |
|  674| DISTRIBUITOR H1 8904                     |   20394|   buc    |  NOU  |     235120.00 |      1.000|        235120 |109|FO| 1|99| 3| 1|01/01/2003|    11.944 |
|  675| DISTRIBUITOR SAPUN                       |   20395|   buc    |  NOU  |     149816.67 |      9.000|       1348350 |109|FO| 1|99| 3| 1|01/01/2003|    11.944 |
|  676| DISTRIBUITOR SAPUN 6906                  |   20396|   buc    |  NOU  |     314900.00 |      2.000|        629800 |109|FO| 1|99| 3| 1|01/01/2003|    11.944 |
|  677| COS PLASTIC WINDOWS                      |   20399|   buc    |  NOU  |     378833.33 |      3.000|       1136500 |109|FO| 1|99| 3| 1|01/01/2003|    11.944 |
|  678| USA LEMN                                 |   20401|   buc    |  NOU  |     129098.00 |      1.000|        129098 |109|FO| 1| 6| 3| 1|01/01/2003|    11.944 |
|  679| DULAP D 211                              |   20403|   buc    |  NOU  |     432803.00 |      1.000|        432803 |109|FO| 1| 2| 3| 1|01/01/2003|    11.944 |
|  680| DULAP D 211                              |   20403|   buc    |  NOU  |     432803.00 |      1.000|        432803 |109|FO| 1| 3| 3| 1|01/01/2003|    11.944 |
|  681| DULAP D 211                              |   20403|   buc    |  NOU  |     432803.00 |      1.000|        432803 |109|FO| 1| 6| 3| 1|01/01/2003|    11.944 |
|  682| FRIGIDER 180 L                           |   20404|   buc    |  NOU  |     923585.00 |      1.000|        923585 |109|FO| 1| 2| 3| 1|01/01/2003|    11.944 |
|  683| FRIGIDER 180 L                           |   20404|   buc    |  NOU  |     923585.00 |      1.000|        923585 |109|FO| 1| 3| 3| 1|01/01/2003|    11.944 |
|  684| FRIGIDER 180 L                           |   20404|   buc    |  NOU  |     923585.00 |      1.000|        923585 |109|FO| 1| 8| 3| 1|01/01/2003|    11.944 |
|  685| RAFT METALIC PT CINTARE                  |   20406|   buc    |  NOU  |    1111149.00 |      1.000|       1111149 |109|FO| 1| 2| 3| 1|01/01/2003|    11.944 |
|  686| RAFT METALIC PT CINTARE                  |   20406|   buc    |  NOU  |    1111149.00 |      1.000|       1111149 |109|FO| 1| 6| 3| 1|01/01/2003|    11.944 |
|  687| PARAVAN METALIC WC                       |   20407|   buc    |  NOU  |     426730.00 |      1.000|        426730 |109|FO| 1| 2| 3| 1|01/01/2003|    11.944 |
|  688| MESE DUBLE                               |   20408|   buc    |  NOU  |     769086.80 |     10.000|       7690868 |109|FO| 1| 2| 3| 1|01/01/2003|    11.944 |
|  689| MESE DUBLE                               |   20408|   buc    |  NOU  |     769086.78 |     18.000|      13843562 |109|FO| 1| 5| 3| 1|01/01/2003|    11.944 |
|  690| MESE DUBLE                               |   20408|   buc    |  NOU  |     769086.75 |     12.000|       9229041 |109|FO| 1| 8| 3| 1|01/01/2003|    11.944 |
|  691| MESE DUBLE                               |   20408|   buc    |  NOU  |     769086.80 |     10.000|       7690868 |109|FO| 1| 9| 3| 1|01/01/2003|    11.944 |
|-----|------------------------------------------|--------|----------|-------|---------------|-----------|---------------|---|--|--|--|--|--|----------|-----------|CONTUL:109=603.04.04.03.26.03.11 ALTE OBIECTE DE INVENTAR                            Uz/St 0=FOLOSINTA   GEST.(Ge):  1=ADM PIETELOR PITESTI
LOCUL UNDE SE AFLA:  2 = PIATA GAVANA           SURSA FINANTARE (F):  3=BUGET CAP.51.03  PROVENIENTA (P):  1 =INZ. ORG.CENTR.  pagina:    13
|-----|------------------------------------------|--------|----------|-------|---------------|-----------|---------------|---|--|--|--|--|--|----------|-----------|
|  Nr.|                                          |        |          |       |    PRETUL     |           |               |Co-|Uz|Ge|Lo|F |P |          |  Procent  |
|  crt|         DENUMIREA MATERIALULUI           | NUMAR  | UNITATE  |STAREA |    UNITAR     | CANTITATE |    VALOARE    |nt |/ |  |cu|  |  |Data intr | actual de |
|     |                                          |  FISA  | MASURA   |       |               |           |               |   |St|  |  |  |  |          | folosire  |
|-----|------------------------------------------|--------|----------|-------|---------------|-----------|---------------|---|--|--|--|--|--|----------|-----------|
|  692| VITRINE MET CU GEAM                      |   20409|   buc    |  NOU  |     410159.00 |      1.000|        410159 |109|FO| 1| 2| 3| 1|01/01/2003|    11.944 |
|  693| VITRINE MET CU GEAM                      |   20409|   buc    |  NOU  |     410158.67 |      3.000|       1230476 |109|FO| 1| 4| 3| 1|01/01/2003|    11.944 |
|  694| VITRINE MET CU GEAM                      |   20409|   buc    |  NOU  |     410158.50 |      2.000|        820317 |109|FO| 1| 5| 3| 1|01/01/2003|    11.944 |
|  695| VITRINE MET CU GEAM                      |   20409|   buc    |  NOU  |     410158.57 |      7.000|       2871110 |109|FO| 1| 8| 3| 1|01/01/2003|    11.944 |
|  696| RAFT MET.POLITE EXP MARFA                |   20410|   buc    |  NOU  |    1351281.67 |      3.000|       4053845 |109|FO| 1| 2| 3| 1|01/01/2003|    11.944 |
|  697| RAFT MET.POLITE EXP MARFA                |   20410|   buc    |  NOU  |    1351281.67 |      6.000|       8107690 |109|FO| 1| 4| 3| 1|01/01/2003|    11.944 |
|  698| RAFT MET.POLITE EXP MARFA                |   20410|   buc    |  NOU  |    1351281.60 |      5.000|       6756408 |109|FO| 1| 6| 3| 1|01/01/2003|    11.944 |
|  699| RAFT MET.POLITE EXP MARFA                |   20410|   buc    |  NOU  |    1351281.75 |      4.000|       5405127 |109|FO| 1| 8| 3| 1|01/01/2003|    11.944 |
|  700| DUBLU RADIOCASET                         |   20411|   buc    |  NOU  |     450083.00 |      1.000|        450083 |109|FO| 1| 3| 3| 1|01/01/2003|    11.944 |
|  701| DUBLU RADIOCASET                         |   20411|   buc    |  NOU  |     450083.00 |      1.000|        450083 |109|FO| 1| 5| 3| 1|01/01/2003|    11.944 |
|  702| MASA CONSILIU                            |   20412|   buc    |  NOU  |    1254389.00 |      1.000|       1254389 |109|FO| 1| 3| 3| 1|01/01/2003|    11.944 |
|  703| MASA CONSILIU                            |   20412|   buc    |  NOU  |    1254389.00 |      1.000|       1254389 |109|FO| 1| 5| 3| 1|01/01/2003|    11.944 |
|  704| RADIOCASET ELECTRA                       |   20413|   buc    |  NOU  |     248823.00 |      1.000|        248823 |109|FO| 1| 4| 3| 1|01/01/2003|    11.944 |
|  705| PANOU OBLIGATII                          |   20414|   buc    |  NOU  |     413745.00 |      1.000|        413745 |109|FO| 1| 3| 3| 1|01/01/2003|    11.944 |
|  706| PANOU OBLIGATII                          |   20414|   buc    |  NOU  |     413745.00 |      1.000|        413745 |109|FO| 1| 4| 3| 1|01/01/2003|    11.944 |
|  707| DULAP 121N                               |   20415|   buc    |  NOU  |     211779.00 |      1.000|        211779 |109|FO| 1| 4| 3| 1|01/01/2003|    11.944 |
|  708| MASA VITRINA CU PAL                      |   20416|   buc    |  NOU  |     185357.00 |      1.000|        185357 |109|FO| 1| 4| 3| 1|01/01/2003|    11.944 |
|  709| BOXE MET VARZA                           |   20418|   buc    |  NOU  |     273044.50 |      2.000|        546089 |109|FO| 1| 6| 3| 1|01/01/2003|    11.944 |
|  710| CARUCIOARE POMPIERI                      |   20420|   buc    |  NOU  |     195678.33 |      3.000|        587035 |109|FO| 1| 8| 3| 1|01/01/2003|    11.944 |
|  711| FISET METALIC 3 USI                      |   20421|   buc    |  NOU  |    1267478.00 |      1.000|       1267478 |109|FO| 1| 8| 3| 1|01/01/2003|    11.944 |
|  712| FIRMA SUCCES IN AFACERI˜˜                |   20422|   buc    |  NOU  |     461250.00 |      1.000|        461250 |109|FO| 1| 8| 3| 1|01/01/2003|    11.944 |
|  713| MASINA SPALAT AUTOM                      |   20423|   buc    |  NOU  |    1243583.00 |      1.000|       1243583 |109|FO| 1| 7| 3| 1|01/01/2003|    11.944 |
|  714| CANAPEA CU 2 FOTOLII                     |   20424|   buc    |  NOU  |    3173990.00 |      1.000|       3173990 |109|FO| 1| 7| 3| 1|01/01/2003|    11.944 |
|  715| DULAP CU 2 USI                           |   20425|   buc    |  NOU  |    1486628.00 |      1.000|       1486628 |109|FO| 1| 7| 3| 1|01/01/2003|    11.944 |
|  716| SCAUN EURO ROTATIV                       |   20426|   buc    |  NOU  |     724465.00 |      1.000|        724465 |109|FO| 1| 7| 3| 1|01/01/2003|    11.944 |
|  717| PANOU STIPLEX HOTEL                      |   20428|   buc    |  NOU  |     318400.00 |      1.000|        318400 |109|FO| 1| 7| 3| 1|01/01/2003|    11.944 |
|  718| ANTENA AUTO                              |   20429|   buc    |  NOU  |     746183.50 |      2.000|       1492367 |109|FO| 1|99| 3| 1|01/01/2003|    11.944 |
|  719| COMBINA AUDIO TV                         |   20430|   buc    |  NOU  |     730089.00 |      1.000|        730089 |109|FO| 1|99| 3| 1|01/01/2003|    11.944 |
|  720| BIROU 1.6-3301                           |   20431|   buc    |  NOU  |     745159.00 |      1.000|        745159 |109|FO| 1|99| 3| 1|01/01/2003|    11.944 |
|  721| CORP 4 SERTARE                           |   20432|   buc    |  NOU  |     663062.00 |      1.000|        663062 |109|FO| 1|99| 3| 1|01/01/2003|    11.944 |
|  722| RETUR BIROU                              |   20433|   buc    |  NOU  |     519364.00 |      1.000|        519364 |109|FO| 1|99| 3| 1|01/01/2003|    11.944 |
|  723| DULAP 3314                               |   20434|   buc    |  NOU  |    1410151.00 |      1.000|       1410151 |109|FO| 1|99| 3| 1|01/01/2003|    11.944 |
|  724| CORP INF 2 USI                           |   20435|   buc    |  NOU  |     566582.00 |      1.000|        566582 |109|FO| 1|99| 3| 1|01/01/2003|    11.944 |
|  725| VITRINA 3320                             |   20436|   buc    |  NOU  |     823791.00 |      2.000|       1647582 |109|FO| 1|99| 3| 1|01/01/2003|    11.944 |
|  726| CLASOR- DULAP                            |   20437|   buc    |  NOU  |     730799.00 |      1.000|        730799 |109|FO| 1|99| 3| 1|01/01/2003|    11.944 |
|  727| BIROU COLT NEGRU                         |   20438|   buc    |  NOU  |     372512.00 |      1.000|        372512 |109|FO| 1|99| 3| 1|01/01/2003|    11.944 |
|  728| SCAUN DACTILO                            |   20439|   buc    |  NOU  |     416226.38 |      8.000|       3329811 |109|FO| 1|99| 3| 1|01/01/2003|    11.944 |
|  729| BIROU 3101                               |   20440|   buc    |  NOU  |     769276.00 |      1.000|        769276 |109|FO| 1|99| 3| 1|01/01/2003|    11.944 |
|  730| ANEXA 3102                               |   20441|   buc    |  NOU  |     488788.00 |      1.000|        488788 |109|FO| 1|99| 3| 1|01/01/2003|    11.944 |
|  731| COMODA                                   |   20442|   buc    |  NOU  |     817564.50 |      4.000|       3270258 |109|FO| 1|99| 3| 1|01/01/2003|    11.944 |
|  732| DULAP 3113                               |   20443|   buc    |  NOU  |    1477876.00 |      1.000|       1477876 |109|FO| 1|99| 3| 1|01/01/2003|    11.944 |
|  733| FOTOLIU PIELE                            |   20444|   buc    |  NOU  |     974989.00 |      1.000|        974989 |109|FO| 1|99| 3| 1|01/01/2003|    11.944 |
|  734| BIROU FEMEI                              |   20445|   buc    |  NOU  |     676275.11 |      9.000|       6086476 |109|FO| 1|99| 3| 1|01/01/2003|    11.944 |
|  735| BIROU MINISTRU                           |   20446|   buc    |  NOU  |     463470.20 |      5.000|       2317351 |109|FO| 1|99| 3| 1|01/01/2003|    11.944 |
|  736| SUPORT CALCULATOR                        |   20447|   buc    |  NOU  |     633638.00 |      1.000|        633638 |109|FO| 1|99| 3| 1|01/01/2003|    11.944 |
|  737| ETAJERAM 4 SERTARE                       |   20448|   buc    |  NOU  |    1367531.00 |      1.000|       1367531 |109|FO| 1|99| 3| 1|01/01/2003|    11.944 |
|  738| MASINA SCRIS HERMES                      |   20449|   buc    |  NOU  |    1057665.00 |      1.000|       1057665 |109|FO| 1|99| 3| 1|01/01/2003|    11.944 |
|  739| SET IMBUIS                               |   20450|   buc    |  NOU  |      36555.00 |      1.000|         36555 |109|FO| 1|58| 3| 1|01/01/2003|    11.944 |
|  740| LERA                                     |   20451|   buc    |  NOU  |      28908.00 |      1.000|         28908 |109|FO| 1|58| 3| 1|01/01/2003|    11.944 |
